category,path,line,excerpt,classification
hard-coded repository paths,docs/flowstar_width_control_source_map.md,74,- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:831-968`: symbolic reach loops call the symbolic advance overloads and reset the queue when its size reaches `max_size`.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,75,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:1148-1176`: public `ODE::reach(..., Symbolic_Remainder&)` dispatches to symbolic fixed/adaptive order/stepsize routines.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,99,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:75`: Flowpipes are represented as a composition, with the left Taylor model the preconditioning part.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,100,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp:8428`: later linear/nonlinear flow code mentions preconditioned matrices, but this is not reached by the simple continuous Van der Pol benchmark path inspected here.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,101,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:2919-2924` and `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp:10206-10891`: aggregation utilities can construct interval or parallelotope aggregation, separate f",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,101,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:2919-2924` and `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp:10206-10891`: aggregation utilities can construct interval or parallelotope aggregation, separate f",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,102,"- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:31-37`, `52-72`, `89`: benchmark uses default computational setting, constructs a `Flowpipe` from a box, creates a symbolic remainder, and calls `ode.reach` with",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,118,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Term.h:38-40`, `167-184`: `Term::intEvalNormal` assumes a normal domain with time `[0,s]` and non-time variables `[-1,1]`.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,119,- `/srv/local/shengenli/flowstar/flowstar-toolbox/TaylorModel.h:3013-3032`: vector normal interval evaluation dispatches each component to scalar `intEvalNormal`.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,120,- `/srv/local/shengenli/flowstar/flowstar-toolbox/TaylorModel.h:3058-3091`: vector `ctrunc_normal` drops terms above order using the step exponent table.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,121,- `/srv/local/shengenli/flowstar/flowstar-toolbox/TaylorModel.h:4213-4338`: insertion normal ctrunc adds truncation intervals to remainders and records intermediate ranges.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,122,"- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp:969-1014`, `1351-1421`, `2343-2388`, `2940-3010`: Picard normal ctrunc evaluates polynomial differences, adds cutoff/truncation uncertainty, and checks target containment.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,140,"- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:16-25`: declares variables `x`, `y`, `t` and ODE `x'=y`, `y'=(1-x^2)y-x`, `t'=1`.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,141,- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:31-37`: default computational setting is used; comments state adaptive stepsize `0.002` to `0.1` and fixed TM order `4`.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,142,"- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:42-53`: initial box is `x in [1.1,1.4]`, `y in [2.35,2.45]`; `Flowpipe initialSet(box)` constructs the preconditioned Taylor-model flowpipe.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,143,- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:58-72`: safety set is `y <= 2.75`; symbolic remainder queue is created with size `100`.,manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,144,"- `/srv/local/shengenli/flowstar/benchmarks/continuous/vanderpol/vanderpol.cpp:74-90`: horizon is `10` and the call is `ode.reach(result, initialSet, T, setting, safeSet, sr)`.",manual_review
hard-coded repository paths,docs/flowstar_width_control_source_map.md,145,- `/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.h:1148-1176`: this overload dispatches to symbolic remainder reach routines according to adaptive/fixed settings.,manual_review
hard-coded repository paths,docs/order_and_vdp_flowstar_report.md,20,cd /srv/local/shengenli/torch_tm_flowpipe,manual_review
hard-coded repository paths,docs/order_and_vdp_flowstar_report.md,21,export FLOWSTAR_ROOT=/srv/local/shengenli/flowstar,manual_review
hard-coded repository paths,docs/order_and_vdp_flowstar_report.md,80,"The corrected Flow* rows use the `chenxin415/flowstar` toolbox C++ static-library backend at `FLOWSTAR_ROOT=/srv/local/shengenli/flowstar`. Generated benchmark programs include `Continuous.h`, call `ode.reach(...)`, and are compiled through",manual_review
pass,experiments/batched_tm_gpu_microbench.py,456,pass,manual_review
except Exception,experiments/batched_tm_gpu_microbench.py,455,except Exception:,manual_review
NaN/Inf coercion,experiments/batched_tm_gpu_microbench.py,177,if math.isfinite(value):,manual_review
silent fallback,experiments/batched_tm_gpu_microbench.py,455,except Exception:,manual_review
hard-coded repository paths,experiments/first_order_followup/audit_environment.py,18,"""/srv/local/shengenli/torch_tm_flowpipe_first_order_bench/""",manual_review
hard-coded repository paths,experiments/first_order_followup/audit_environment.py,24,"""/srv/local/shengenli/torch_tm_flowpipe_first_order_bench""",manual_review
hard-coded repository paths,experiments/first_order_followup/audit_environment.py,26,"""diffreach"": Path(""/srv/local/shengenli/DiffReach""),",manual_review
hard-coded repository paths,experiments/first_order_followup/audit_environment.py,27,"""flowstar"": Path(""/srv/local/shengenli/flowstar""),",manual_review
truthiness on string status,experiments/first_order_followup/collect_results.py,54,def _truth(value: Any) -> bool | None:,manual_review
truthiness on string status,experiments/first_order_followup/collect_results.py,305,"if _truth(row.get(""validation_failed"")) is not True",manual_review
truthiness on string status,experiments/first_order_followup/collect_results.py,399,"_truth(row.get(""exact_reference_contained"")) is False",manual_review
truthiness on string status,experiments/first_order_followup/collect_results.py,400,"and _truth(row.get(""validation_failed"")) is not True",manual_review
hard-coded repository paths,experiments/first_order_followup/diffreach_adapter.py,10,"DIFFREACH_ROOT = Path(""/srv/local/shengenli/DiffReach"")",manual_review
hard-coded repository paths,experiments/first_order_followup/diffreach_projection.py,21,"os.environ.get(""DIFFREACH_ROOT"", ""/srv/local/shengenli/DiffReach"")",manual_review
hard-coded repository paths,experiments/first_order_followup/run_diffreach_followup.py,18,"DIFFREACH_ROOT = Path(""/srv/local/shengenli/DiffReach"")",manual_review
NaN/Inf coercion,experiments/first_order_followup/run_diffreach_followup.py,137,"finite_by_step = np.all(np.isfinite(endpoint_lo[1:]), axis=1) & np.all(",manual_review
NaN/Inf coercion,experiments/first_order_followup/run_diffreach_followup.py,138,"np.isfinite(endpoint_hi[1:]), axis=1",manual_review
hard-coded repository paths,experiments/first_order_followup/run_flowstar_audit.py,17,"FLOWSTAR_ROOT = Path(os.environ.get(""FLOWSTAR_ROOT"", ""/srv/local/shengenli/flowstar""))",manual_review
NaN/Inf coercion,experiments/first_order_followup/run_flowstar_audit.py,29,if not math.isfinite(value):,manual_review
hard-coded repository paths,experiments/first_order_followup/run_flowstar_followup.py,26,"os.environ.get(""FLOWSTAR_ROOT"", ""/srv/local/shengenli/flowstar"")",manual_review
NaN/Inf coercion,experiments/first_order_followup/run_flowstar_followup.py,56,if not math.isfinite(value):,manual_review
hard-coded repository paths,experiments/first_order_followup/tests/test_diffreach_parity.py,16,"DIFFREACH_ROOT = Path(""/srv/local/shengenli/DiffReach"")",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,60,assert p_lo <= value <= p_hi,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,69,assert np.count_nonzero(np.asarray(projected.P.Lt)) == 0,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,72,"assert float(audit.term_lower[0, 0, 0]) <= expected[0]",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,73,"assert float(audit.term_upper[0, 0, 0]) >= expected[1]",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,82,assert np.count_nonzero(np.asarray(projected.P.Lt)) == 0,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,96,assert np.count_nonzero(np.asarray(projected.P.Lt)) == 0,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,97,"assert float(projected.R.lo[0, 0]) <= -0.25",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_diffreach_projection.py,98,"assert float(projected.R.hi[0, 0]) >= 0.75",manual_review
hard-coded repository paths,experiments/first_order_followup/tests/test_diffreach_projection.py,14,"DIFFREACH_ROOT = Path(""/srv/local/shengenli/DiffReach"")",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,48,"assert segment.status == ""validated""",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,59,assert support <= allowed,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,61,assert all(sum(exponent) <= 1 for exponent in support),manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,63,assert any(,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,68,assert all(sum(exponent) <= 2 for exponent in support),manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,70,assert all(sum(exponent) <= 3 for exponent in support),manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,71,assert all(,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,84,assert all(,manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,88,assert all(len(record.exponent) == segment.tm.n_vars for record in records),manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,93,"assert (1, 0, 1) in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,94,"assert (0, 1, 1) in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,95,"assert (0, 0, 2) in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,96,"assert (2, 0, 0) not in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,97,"assert (1, 1, 0) not in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,102,"assert (1, 1, 1) in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,103,"assert (2, 0, 1) in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,104,"assert (0, 0, 3) not in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,105,"assert (3, 0, 0) not in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,106,"assert (1, 0, 2) not in dictionary",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,120,"assert reset_interval.contains_interval(input_interval, tol=1e-12)",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,121,"assert stats[""method""] == method",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,122,"assert math.isfinite(stats[""generator_condition_number""])",manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,145,assert all(model.remainder.device.type == device for model in reset),manual_review
assert runtime validation,experiments/first_order_followup/tests/test_torch_basis.py,146,assert all(,manual_review
NaN/Inf coercion,experiments/first_order_followup/tests/test_torch_basis.py,122,"assert math.isfinite(stats[""generator_condition_number""])",manual_review
hard-coded repository paths,experiments/first_order_three_way/ORDER_SEMANTICS.md,28,(`/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp`). The adapter,manual_review
hard-coded repository paths,experiments/first_order_three_way/ORDER_SEMANTICS.md,35,(`/srv/local/shengenli/flowstar/flowstar-toolbox/Polynomial.h`). The diagnostic,manual_review
